103
0 3 16 16 1
1 7 1 16 0
2 5 2 8 0
3 5 4 16 0
4 5 32 64 0
5 6 16 32 0
6 1 8 64 0
7 2 4 16 0
8 4 32 32 0
9 1 32 8 0
10 5 1 8 0
11 5 16 8 0
12 2 4 64 0
13 5 1 16 0
14 3 8 64 0
15 1 8 128 0
16 7 8 128 0
17 1 8 64 0
18 3 2 8 0
19 2 4 32 0
20 8 4 8 0
21 6 4 32 0
22 3 2 16 0
23 4 2 64 0
24 6 4 128 0
25 1 2 128 0
26 3 1 8 0
27 2 32 16 0
28 2 16 64 0
29 7 32 64 0
30 4 1 32 0
31 3 16 64 0
32 3 16 128 0
33 2 16 128 0
34 6 4 128 0
35 2 2 64 0
36 6 8 8 0
37 3 16 16 0
38 6 2 64 0
39 6 8 128 0
40 6 16 64 0
41 3 2 8 0
42 3 8 128 0
43 7 1 16 0
44 4 32 16 0
45 6 4 128 0
46 6 8 64 0
47 1 32 16 0
48 5 4 64 0
49 7 16 8 0
50 7 2 32 0
51 2 4 64 0
52 3 4 16 0
53 2 32 64 0
54 7 32 16 0
55 1 8 8 0
56 4 32 32 0
57 3 4 64 0
58 5 2 128 0
59 8 16 16 0
60 7 16 8 0
61 8 1 128 0
62 1 2 64 0
63 8 16 16 0
64 6 16 16 0
65 5 16 8 0
66 1 32 64 0
67 5 32 128 0
68 6 4 64 0
69 6 1 32 0
70 4 32 128 0
71 6 32 64 0
72 1 32 64 0
73 8 32 64 0
74 5 16 32 0
75 1 32 32 0
76 2 1 32 0
77 3 4 128 0
78 1 32 128 0
79 2 2 64 0
80 7 2 128 0
81 4 8 32 0
82 8 32 16 0
83 3 8 64 0
84 8 1 64 0
85 4 16 32 0
86 7 8 32 0
87 5 32 128 0
88 6 16 8 0
89 7 2 8 0
90 5 16 32 0
91 2 4 64 0
92 2 8 8 0
93 4 16 8 0
94 3 2 32 0
95 6 2 128 0
96 5 32 16 0
97 6 1 64 0
98 3 16 64 0
99 4 4 32 0
100 3 8 64 0
101 1 32 8 0
102 3 2 16 0
102
0 1 51
0 2 68
0 3 40
0 4 20
0 5 92
0 6 11
0 7 76
0 8 4
0 9 33
0 10 80
0 11 8
0 12 96
0 13 30
0 14 52
0 15 55
0 16 2
0 17 54
0 18 58
0 19 3
0 20 9
0 21 91
0 22 21
0 23 73
0 24 9
0 25 96
0 26 39
0 27 25
0 28 71
0 29 34
0 30 30
0 31 97
0 32 88
0 33 6
0 34 19
0 35 20
0 36 50
0 37 97
0 38 59
0 39 48
0 40 9
0 41 100
0 42 30
0 43 61
0 44 85
0 45 80
0 46 10
0 47 19
0 48 12
0 49 25
0 50 32
0 51 46
0 52 99
0 53 91
0 54 54
0 55 66
0 56 6
0 57 64
0 58 56
0 59 93
0 60 1
0 61 89
0 62 56
0 63 24
0 64 38
0 65 11
0 66 16
0 67 72
0 68 89
0 69 66
0 70 6
0 71 7
0 72 35
0 73 66
0 74 76
0 75 19
0 76 28
0 77 100
0 78 67
0 79 41
0 80 16
0 81 55
0 82 14
0 83 74
0 84 6
0 85 29
0 86 41
0 87 89
0 88 2
0 89 85
0 90 65
0 91 67
0 92 47
0 93 7
0 94 90
0 95 66
0 96 89
0 97 61
0 98 1
0 99 22
0 100 19
0 101 74
0 102 89
