174
0 24 256 1024 0
1 24 256 1024 0
2 24 256 1024 0
3 24 256 1024 0
4 24 256 1024 0
5 24 256 1024 0
6 24 256 1024 0
7 24 256 1024 0
8 24 256 1024 0
9 24 256 1024 0
10 24 256 1024 0
11 24 256 1024 0
12 24 256 1024 1
13 24 256 1024 0
14 24 256 1024 0
15 24 256 1024 0
16 24 256 1024 0
17 24 256 1024 0
18 24 256 1024 0
19 24 256 1024 0
20 24 256 1024 0
21 24 256 1024 0
22 24 256 1024 0
23 24 256 1024 0
24 24 256 1024 0
25 24 256 1024 1
26 24 256 1024 0
27 24 256 1024 0
28 24 256 1024 0
29 24 256 1024 0
30 24 256 1024 0
31 24 256 1024 0
32 24 256 1024 0
33 24 256 1024 0
34 24 256 1024 0
35 24 256 1024 0
36 24 256 1024 0
37 24 256 1024 0
38 24 256 1024 1
39 24 256 1024 0
40 24 256 1024 0
41 24 256 1024 0
42 24 256 1024 0
43 24 256 1024 0
44 24 256 1024 0
45 24 256 1024 0
46 24 256 1024 0
47 24 256 1024 0
48 24 256 1024 0
49 24 256 1024 0
50 24 256 1024 0
51 24 256 1024 1
52 24 256 1024 1
53 24 256 1024 1
54 24 256 1024 1
55 24 256 1024 1
56 24 256 1024 1
57 24 256 1024 1
58 24 256 1024 0
59 24 256 1024 0
60 24 256 1024 0
61 24 256 1024 0
62 24 256 1024 0
63 24 256 1024 0
64 24 256 1024 0
65 24 256 1024 0
66 24 256 1024 0
67 24 256 1024 0
68 24 256 1024 0
69 24 256 1024 0
70 24 256 1024 1
71 24 256 1024 0
72 24 256 1024 0
73 24 256 1024 0
74 24 256 1024 0
75 24 256 1024 0
76 24 256 1024 0
77 24 256 1024 0
78 24 256 1024 0
79 24 256 1024 0
80 24 256 1024 0
81 24 256 1024 0
82 24 256 1024 0
83 24 256 1024 1
84 24 256 1024 0
85 24 256 1024 0
86 24 256 1024 0
87 24 256 1024 0
88 24 256 1024 0
89 24 256 1024 0
90 24 256 1024 0
91 24 256 1024 0
92 24 256 1024 0
93 24 256 1024 0
94 24 256 1024 0
95 24 256 1024 0
96 24 256 1024 1
97 24 256 1024 0
