70
0 3 32 64 1
1 5 1 16 1
2 4 1 128 1
3 4 2 8 1
4 3 8 128 1
5 5 16 32 1
6 1 4 16 1
7 3 4 16 1
8 6 2 64 1
9 2 1 8 1
10 3 2 128 1
11 6 8 32 1
12 7 8 64 1
13 3 4 8 1
14 8 1 32 1
15 2 4 64 1
16 6 2 8 1
17 8 16 128 1
18 7 8 16 1
19 5 4 64 1
20 2 2 64 1
21 8 2 32 1
22 5 32 64 1
23 8 4 16 1
24 6 2 64 1
25 5 16 64 1
26 7 16 64 1
27 3 2 16 1
28 5 1 16 1
29 4 8 32 1
30 7 16 64 0
31 2 1 16 0
32 6 4 64 0
33 3 1 8 0
34 8 4 128 0
35 2 32 128 0
36 2 8 64 0
37 3 4 16 0
38 5 8 128 0
39 2 8 16 0
40 2 2 16 0
41 8 1 32 0
42 6 1 32 0
43 7 32 32 0
44 7 8 8 0
45 1 2 32 0
46 5 4 16 0
47 1 8 32 0
48 6 1 128 0
49 7 1 8 0
50 3 32 16 0
51 8 2 8 0
52 1 32 8 0
53 1 16 8 0
54 1 2 32 0
55 3 32 8 0
56 5 2 8 0
57 4 2 128 0
58 1 8 64 0
59 6 8 16 0
60 6 32 128 0
61 5 1 8 0
62 7 4 32 0
63 4 1 128 0
64 8 4 16 0
65 4 8 128 0
66 3 4 8 0
67 2 1 64 0
68 1 1 128 0
69 6 1 32 0
165
0 5 42
0 6 37
0 7 75
0 8 7
0 9 14
1 5 21
1 6 22
1 7 92
1 8 61
1 9 40
2 5 16
2 6 10
2 7 78
2 8 40
2 9 32
3 5 86
3 6 26
3 7 27
3 8 15
3 9 78
4 5 91
4 6 74
4 7 95
4 8 84
4 9 11
5 10 38
5 11 73
5 12 28
5 13 51
5 14 85
6 10 11
6 11 45
6 12 16
6 13 12
6 14 43
7 10 77
7 11 94
7 12 52
7 13 19
7 14 20
8 10 40
8 11 24
8 12 28
8 13 32
8 14 66
9 10 16
9 11 65
9 12 2
9 13 6
9 14 11
10 15 76
10 16 11
10 17 80
10 18 28
10 19 21
11 15 36
11 16 5
11 17 38
11 18 67
11 19 86
12 15 79
12 16 51
12 17 56
12 18 94
12 19 50
13 15 88
13 16 8
13 17 55
13 18 83
13 19 87
14 15 45
14 16 52
14 17 43
14 18 2
14 19 40
15 20 17
15 21 50
15 22 37
15 23 34
15 24 59
16 20 76
16 21 50
16 22 5
16 23 84
16 24 55
17 20 42
17 21 84
17 22 56
17 23 50
17 24 30
18 20 18
18 21 21
18 22 27
18 23 77
18 24 54
19 20 33
19 21 83
19 22 15
19 23 60
19 24 42
20 25 42
20 26 32
20 27 24
20 28 49
20 29 3
21 25 3
21 26 95
21 27 42
21 28 51
21 29 52
22 25 100
22 26 10
22 27 11
22 28 16
22 29 72
23 25 8
23 26 41
23 27 12
23 28 2
23 29 19
24 25 45
24 26 29
24 27 92
24 28 24
24 29 10
20 30 4
20 31 100
20 32 88
20 33 23
20 34 29
20 35 17
20 36 65
20 37 78
21 38 13
21 39 89
21 40 31
21 41 89
21 42 11
21 43 38
21 44 85
21 45 35
22 46 73
22 47 51
22 48 2
22 49 30
22 50 97
22 51 52
22 52 51
22 53 15
23 54 63
23 55 24
23 56 94
23 57 10
23 58 93
23 59 67
23 60 33
23 61 31
24 62 48
24 63 52
24 64 73
24 65 31
24 66 60
24 67 33
24 68 51
24 69 79
