24
0 1 8 128 1
1 2 32 64 1
2 4 16 64 1
3 1 4 128 1
4 4 32 64 1
5 4 2 8 1
6 2 8 128 1
7 3 8 128 1
8 8 8 16 1
9 3 4 8 1
10 7 8 8 1
11 7 4 8 1
12 2 1 64 0
13 8 4 64 0
14 5 16 16 0
15 6 8 8 0
16 5 4 128 0
17 3 2 128 0
18 8 1 16 0
19 8 2 128 0
20 2 16 8 0
21 5 8 128 0
22 1 16 128 0
23 8 2 8 0
32
0 2 16
0 3 11
1 2 81
1 3 45
2 4 68
2 5 45
3 4 98
3 5 60
4 6 84
4 7 31
5 6 54
5 7 48
6 8 99
6 9 2
7 8 87
7 9 50
8 10 10
8 11 60
9 10 75
9 11 28
8 12 4
8 13 22
8 14 61
8 15 81
8 16 68
8 17 14
9 18 72
9 19 6
9 20 46
9 21 92
9 22 25
9 23 6
