40
0 1 32 8 1
1 4 2 128 1
2 1 16 64 1
3 8 16 64 1
4 2 1 32 1
5 7 4 64 1
6 6 8 128 1
7 7 4 32 1
8 7 2 32 1
9 4 32 8 1
10 1 32 128 1
11 1 2 64 1
12 6 4 32 1
13 8 2 64 1
14 1 2 16 1
15 8 32 64 1
16 6 8 32 1
17 8 32 128 1
18 7 2 8 1
19 3 2 64 1
20 3 1 64 0
21 7 32 64 0
22 2 4 16 0
23 8 1 16 0
24 4 8 16 0
25 3 1 64 0
26 7 4 64 0
27 8 1 32 0
28 1 32 128 0
29 7 2 16 0
30 5 32 16 0
31 3 1 128 0
32 1 16 8 0
33 1 2 64 0
34 4 8 8 0
35 8 16 32 0
36 6 8 64 0
37 1 1 128 0
38 1 32 16 0
39 3 16 128 0
84
0 4 26
0 5 86
0 6 93
0 7 35
1 4 25
1 5 38
1 6 51
1 7 86
2 4 39
2 5 2
2 6 7
2 7 89
3 4 36
3 5 41
3 6 39
3 7 77
4 8 93
4 9 17
4 10 47
4 11 22
5 8 12
5 9 75
5 10 74
5 11 66
6 8 99
6 9 94
6 10 69
6 11 41
7 8 41
7 9 6
7 10 79
7 11 14
8 12 6
8 13 67
8 14 4
8 15 66
9 12 98
9 13 4
9 14 16
9 15 53
10 12 96
10 13 71
10 14 16
10 15 100
11 12 9
11 13 99
11 14 74
11 15 14
12 16 29
12 17 44
12 18 31
12 19 64
13 16 37
13 17 71
13 18 5
13 19 48
14 16 30
14 17 64
14 18 20
14 19 60
15 16 35
15 17 7
15 18 8
15 19 50
12 20 68
12 21 91
12 22 62
12 23 44
12 24 9
13 25 19
13 26 69
13 27 15
13 28 61
13 29 62
14 30 10
14 31 61
14 32 33
14 33 67
14 34 63
15 35 96
15 36 7
15 37 95
15 38 64
15 39 19
