60
0 3 4 64 1
1 5 4 32 1
2 8 4 64 1
3 3 8 64 1
4 4 8 8 1
5 7 32 8 1
6 4 8 32 1
7 2 1 32 1
8 7 32 8 1
9 8 2 128 1
10 1 8 16 1
11 3 1 32 1
12 6 1 16 1
13 4 32 64 1
14 7 2 16 1
15 3 1 128 1
16 3 32 32 1
17 6 2 8 1
18 5 8 32 1
19 6 2 128 1
20 2 4 8 0
21 5 1 8 0
22 1 4 16 0
23 3 1 128 0
24 1 4 32 0
25 1 32 128 0
26 5 4 16 0
27 8 32 32 0
28 1 8 64 0
29 4 2 64 0
30 7 16 32 0
31 3 2 128 0
32 6 16 128 0
33 7 2 16 0
34 6 8 128 0
35 3 16 128 0
36 3 1 16 0
37 4 1 32 0
38 8 8 32 0
39 1 2 128 0
40 8 1 32 0
41 5 1 64 0
42 5 32 128 0
43 2 1 64 0
44 5 2 64 0
45 8 4 128 0
46 7 1 128 0
47 8 32 64 0
48 5 16 16 0
49 4 4 16 0
50 8 16 16 0
51 7 4 8 0
52 8 1 32 0
53 2 2 8 0
54 1 16 128 0
55 8 2 128 0
56 5 1 32 0
57 5 16 32 0
58 3 4 8 0
59 8 16 8 0
104
0 4 49
0 5 48
0 6 96
0 7 23
1 4 13
1 5 30
1 6 65
1 7 98
2 4 11
2 5 79
2 6 95
2 7 63
3 4 59
3 5 46
3 6 25
3 7 50
4 8 17
4 9 27
4 10 7
4 11 41
5 8 89
5 9 10
5 10 38
5 11 42
6 8 77
6 9 80
6 10 36
6 11 73
7 8 100
7 9 99
7 10 81
7 11 36
8 12 45
8 13 28
8 14 75
8 15 55
9 12 51
9 13 31
9 14 32
9 15 83
10 12 48
10 13 18
10 14 3
10 15 81
11 12 36
11 13 75
11 14 3
11 15 64
12 16 55
12 17 65
12 18 55
12 19 70
13 16 29
13 17 28
13 18 26
13 19 71
14 16 68
14 17 46
14 18 98
14 19 100
15 16 83
15 17 94
15 18 72
15 19 10
12 20 15
12 21 18
12 22 57
12 23 53
12 24 12
12 25 77
12 26 81
12 27 83
12 28 95
12 29 46
13 30 89
13 31 39
13 32 57
13 33 91
13 34 14
13 35 49
13 36 73
13 37 21
13 38 38
13 39 81
14 40 91
14 41 64
14 42 19
14 43 95
14 44 71
14 45 29
14 46 66
14 47 89
14 48 78
14 49 19
15 50 5
15 51 66
15 52 97
15 53 23
15 54 96
15 55 77
15 56 77
15 57 83
15 58 21
15 59 42
