50
0 4 32 32 1
1 7 8 128 1
2 6 32 16 1
3 7 32 128 1
4 5 1 32 1
5 1 1 8 1
6 5 4 64 1
7 4 4 128 1
8 1 2 64 1
9 1 32 128 1
10 1 16 16 1
11 8 2 16 1
12 3 4 8 1
13 1 8 8 1
14 2 4 64 1
15 8 8 8 1
16 8 32 8 1
17 4 4 32 1
18 6 8 8 1
19 1 8 128 1
20 5 32 64 0
21 5 4 64 0
22 6 1 32 0
23 4 2 128 0
24 7 4 128 0
25 8 1 16 0
26 6 2 32 0
27 4 1 64 0
28 8 8 32 0
29 8 4 32 0
30 8 4 128 0
31 3 32 64 0
32 5 8 64 0
33 7 4 16 0
34 4 8 32 0
35 4 2 8 0
36 6 8 16 0
37 7 16 32 0
38 3 16 32 0
39 7 32 128 0
40 5 4 8 0
41 1 2 32 0
42 5 8 32 0
43 4 2 128 0
44 6 32 8 0
45 1 1 16 0
46 8 8 16 0
47 1 1 64 0
48 1 2 64 0
49 7 16 128 0
105
0 5 81
0 6 81
0 7 97
0 8 69
0 9 23
1 5 8
1 6 12
1 7 73
1 8 93
1 9 76
2 5 2
2 6 68
2 7 13
2 8 35
2 9 93
3 5 6
3 6 80
3 7 7
3 8 40
3 9 35
4 5 2
4 6 52
4 7 68
4 8 21
4 9 71
5 10 25
5 11 10
5 12 22
5 13 15
5 14 90
6 10 8
6 11 49
6 12 73
6 13 82
6 14 40
7 10 61
7 11 77
7 12 66
7 13 31
7 14 92
8 10 85
8 11 100
8 12 4
8 13 2
8 14 61
9 10 60
9 11 49
9 12 7
9 13 77
9 14 99
10 15 10
10 16 24
10 17 72
10 18 19
10 19 91
11 15 15
11 16 16
11 17 66
11 18 38
11 19 54
12 15 3
12 16 40
12 17 25
12 18 87
12 19 68
13 15 53
13 16 55
13 17 58
13 18 92
13 19 5
14 15 76
14 16 19
14 17 54
14 18 48
14 19 93
10 20 68
10 21 70
10 22 3
10 23 41
10 24 24
10 25 24
11 26 49
11 27 7
11 28 86
11 29 54
11 30 79
11 31 57
12 32 6
12 33 27
12 34 16
12 35 53
12 36 81
12 37 53
13 38 94
13 39 68
13 40 57
13 41 66
13 42 4
13 43 24
14 44 24
14 45 62
14 46 93
14 47 90
14 48 26
14 49 36
