27
0 1 4 8 1
1 3 4 128 1
2 7 4 128 1
3 2 4 64 1
4 1 4 16 1
5 1 4 32 1
6 7 1 128 0
7 8 16 16 0
8 8 1 32 0
9 5 16 128 0
10 3 32 32 0
11 7 2 32 0
12 1 32 128 0
13 8 1 32 0
14 8 2 16 0
15 7 32 8 0
16 2 32 64 0
17 6 2 64 0
18 1 4 64 0
19 7 4 128 0
20 8 32 128 0
21 2 16 128 0
22 3 32 8 0
23 8 2 32 0
24 3 16 32 0
25 1 2 8 0
26 8 2 8 0
30
0 3 40
0 4 87
0 5 91
1 3 56
1 4 25
1 5 77
2 3 46
2 4 75
2 5 18
0 6 31
0 7 96
0 8 96
0 9 83
0 10 73
0 11 38
0 12 39
1 13 12
1 14 3
1 15 30
1 16 45
1 17 2
1 18 63
1 19 62
2 20 35
2 21 36
2 22 79
2 23 17
2 24 9
2 25 79
2 26 42
