42
0 7 8 128 1
1 4 2 8 1
2 1 32 32 1
3 8 8 8 1
4 4 8 32 1
5 4 4 16 1
6 3 8 128 1
7 1 2 128 1
8 5 2 8 1
9 6 4 32 1
10 3 2 64 1
11 3 8 64 1
12 7 2 32 0
13 8 1 32 0
14 2 8 128 0
15 1 32 128 0
16 8 4 128 0
17 4 16 8 0
18 4 4 32 0
19 8 1 64 0
20 2 1 64 0
21 6 1 16 0
22 6 4 8 0
23 7 4 128 0
24 4 2 8 0
25 1 16 32 0
26 3 1 128 0
27 2 2 128 0
28 2 2 16 0
29 5 1 64 0
30 6 16 32 0
31 6 16 16 0
32 4 1 128 0
33 2 16 64 0
34 8 8 128 0
35 5 4 32 0
36 3 32 16 0
37 8 32 8 0
38 2 4 64 0
39 8 4 128 0
40 5 16 32 0
41 6 32 64 0
57
0 3 50
0 4 99
0 5 95
1 3 61
1 4 49
1 5 69
2 3 14
2 4 12
2 5 96
3 6 62
3 7 25
3 8 94
4 6 41
4 7 91
4 8 56
5 6 69
5 7 58
5 8 8
6 9 86
6 10 63
6 11 54
7 9 12
7 10 74
7 11 90
8 9 45
8 10 11
8 11 61
6 12 82
6 13 74
6 14 10
6 15 51
6 16 48
6 17 31
6 18 70
6 19 42
6 20 71
6 21 16
7 22 43
7 23 94
7 24 15
7 25 41
7 26 24
7 27 59
7 28 92
7 29 25
7 30 59
7 31 84
8 32 97
8 33 35
8 34 89
8 35 18
8 36 11
8 37 85
8 38 29
8 39 88
8 40 84
8 41 69
