[INFO    | SLAHelper| set_sla_lock ] --> SLA sate is locked? R: True
[INFO    | DistInfra| create_infrastructure ] --> AZ1 created 13 hosts :: 24 cores, av: 0.999
[INFO    | DistInfra| create_infrastructure ] --> AZ2 created 7 hosts :: 12 cores, av: 0.999
[INFO    | DistInfra| create_infrastructure ] --> AZ3 created 7 hosts :: 8 cores, av: 0.999
[INFO    | DistInfra| create_infrastructure ] --> AZ4 created 12 hosts :: 8 cores, av: 0.999
[INFO    | DistInfra| create_infrastructure ] --> AZ5 created 31 hosts :: 32 cores, av: 0.999116416343
[INFO    | DistInfra| create_infrastructure ] --> AZ6 created 31 hosts :: 32 cores, av: 0.999
[INFO    | Chave_serial| best_host ] --> Best host for i-5521424F-regular (vcpu:2) is NODE0 (cpu:24.0). ovbCount:0, tax:0 hasOvb? False.
[DEBUG   | Virtual | set_host_id ] --> Host id NODE0 defined for i-5521424F t:regular, az:AZ1
[INFO    | Chave_serial| place    ] --> Allocating i-5521424F in NODE0 regular AZ1
[INFO    | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
[DEBUG   | Physical| get_cpu_energy_usage ] --> USAGE in NODE0: 2
[INFO    | Chave_serial| az_optimized_placement ] --> New max host on: 1 at ts: 0 s gt: 0
[DEBUG   | Chave_serial| measure_energy ] --> Energy at 0 from START sec is 147.1 WH
[INFO    | Chave_serial| best_host ] --> Best host for i-D1594203-regular (vcpu:4) is NODE0 (cpu:8.0). ovbCount:0, tax:0 hasOvb? False.
[DEBUG   | Virtual | set_host_id ] --> Host id NODE0 defined for i-D1594203 t:regular, az:AZ4
[INFO    | Chave_serial| place    ] --> Allocating i-D1594203 in NODE0 regular AZ4
[INFO    | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
[DEBUG   | Physical| get_cpu_energy_usage ] --> USAGE in NODE0: 4
[INFO    | Chave_serial| az_optimized_placement ] --> New max host on: 1 at ts: 0 s gt: 0
[DEBUG   | Chave_serial| measure_energy ] --> Energy at 0 from START sec is 157.08 WH
[INFO    | Chave_serial| best_host ] --> Best host for i-C10A3ED2-regular (vcpu:4) is NODE0 (cpu:4.0). ovbCount:0, tax:0 hasOvb? False.
[DEBUG   | Virtual | set_host_id ] --> Host id NODE0 defined for i-C10A3ED2 t:regular, az:AZ4
[INFO    | Chave_serial| place    ] --> Allocating i-C10A3ED2 in NODE0 regular AZ4
[DEBUG   | Physical| get_cpu_energy_usage ] --> USAGE in NODE0: 8
[INFO    | Chave_serial| az_optimized_placement ] --> New max host on: 1 at ts: 0 s gt: 0
[DEBUG   | Chave_serial| measure_energy ] --> Energy at 0 from START sec is 172.52 WH
[INFO    | Chave_serial| best_host ] --> Best host for i-8C814313-regular (vcpu:4) is NODE1 (cpu:8.0). ovbCount:0, tax:0 hasOvb? False.
[DEBUG   | Virtual | set_host_id ] --> Host id NODE1 defined for i-8C814313 t:regular, az:AZ4
[INFO    | Chave_serial| place    ] --> Allocating i-8C814313 in NODE1 regular AZ4
[INFO    | Physical| force_set_host_on ] --> NEW state: NODE1 turned on? True
[DEBUG   | Physical| get_cpu_energy_usage ] --> USAGE in NODE1: 4
[INFO    | Chave_serial| az_optimized_placement ] --> New max host on: 2 at ts: 0 s gt: 0
[DEBUG   | Chave_serial| measure_energy ] --> Energy at 0 from START sec is 329.6 WH
[INFO    | Chave_serial| best_host ] --> Best host for i-ABEE41D5-regular (vcpu:4) is NODE1 (cpu:4.0). ovbCount:0, tax:0 hasOvb? False.
[DEBUG   | Virtual | set_host_id ] --> Host id NODE1 defined for i-ABEE41D5 t:regular, az:AZ4
[INFO    | Chave_serial| place    ] --> Allocating i-ABEE41D5 in NODE1 regular AZ4
[DEBUG   | Physical| get_cpu_energy_usage ] --> USAGE in NODE1: 8
[INFO    | Chave_serial| az_optimized_placement ] --> New max host on: 2 at ts: 0 s gt: 0
[DEBUG   | Chave_serial| measure_energy ] --> Energy at 0 from START sec is 345.04 WH
[INFO    | Chave_serial| best_host ] --> Best host for i-153C3F8D-critical (vcpu:4) is NODE2 (cpu:8.0). ovbCount:0, tax:0 hasOvb? False.
[INFO    | Chave_serial| require_replica ] --> i-153C3F8D-critical require replication! AZ4=?AZ4
[INFO    | Chave_serial| replicate_vm ] --> Pool lc1_AZ4_i-153C3F8D created for replication
[DEBUG   | Virtual | set_host_id ] --> Host id NODE2 defined for i-153C3F8D t:critical, az:AZ4
[INFO    | Chave_serial| place    ] --> Allocating i-153C3F8D in NODE2 critical AZ4
[INFO    | Physical| force_set_host_on ] --> NEW state: NODE2 turned on? True
[DEBUG   | Physical| get_cpu_energy_usage ] --> USAGE in NODE2: 4
[INFO    | Chave_serial| az_optimized_placement ] --> New max host on: 3 at ts: 0 s gt: 0
[DEBUG   | Chave_serial| measure_energy ] --> Energy at 0 from START sec is 502.12 WH
[INFO    | Chave_serial| best_host ] --> Best host for i-E6EE3FCB-regular (vcpu:4) is NODE2 (cpu:4.0). ovbCount:0, tax:0 hasOvb? False.
[DEBUG   | Virtual | set_host_id ] --> Host id NODE2 defined for i-E6EE3FCB t:regular, az:AZ4
[INFO    | Chave_serial| place    ] --> Allocating i-E6EE3FCB in NODE2 regular AZ4
[DEBUG   | Physical| get_cpu_energy_usage ] --> USAGE in NODE2: 8
[INFO    | Chave_serial| az_optimized_placement ] --> New max host on: 3 at ts: 0 s gt: 0
[DEBUG   | Chave_serial| measure_energy ] --> Energy at 0 from START sec is 517.56 WH
[INFO    | Chave_serial| best_host ] --> Best host for i-261C3FE2-regular (vcpu:4) is NODE3 (cpu:8.0). ovbCount:0, tax:0 hasOvb? False.
[DEBUG   | Virtual | set_host_id ] --> Host id NODE3 defined for i-261C3FE2 t:regular, az:AZ4
[INFO    | Chave_serial| place    ] --> Allocating i-261C3FE2 in NODE3 regular AZ4
[INFO    | Physical| force_set_host_on ] --> NEW state: NODE3 turned on? True
[DEBUG   | Physical| get_cpu_energy_usage ] --> USAGE in NODE3: 4
[INFO    | Chave_serial| az_optimized_placement ] --> New max host on: 4 at ts: 0 s gt: 0
[DEBUG   | Chave_serial| measure_energy ] --> Energy at 0 from START sec is 674.64 WH
[INFO    | Chave_serial| best_host ] --> Best host for i-0B284069-regular (vcpu:4) is NODE3 (cpu:4.0). ovbCount:0, tax:0 hasOvb? False.
[DEBUG   | Virtual | set_host_id ] --> Host id NODE3 defined for i-0B284069 t:regular, az:AZ4
[INFO    | Chave_serial| place    ] --> Allocating i-0B284069 in NODE3 regular AZ4
[DEBUG   | Physical| get_cpu_energy_usage ] --> USAGE in NODE3: 8
[INFO    | Chave_serial| az_optimized_placement ] --> New max host on: 4 at ts: 0 s gt: 0
[DEBUG   | Chave_serial| measure_energy ] --> Energy at 0 from START sec is 690.08 WH
[INFO    | Chave_serial| best_host ] --> Best host for i-C11E42E0-regular (vcpu:4) is NODE4 (cpu:8.0). ovbCount:0, tax:0 hasOvb? False.
[DEBUG   | Virtual | set_host_id ] --> Host id NODE4 defined for i-C11E42E0 t:regular, az:AZ4
[INFO    | Chave_serial| place    ] --> Allocating i-C11E42E0 in NODE4 regular AZ4
[INFO    | Physical| force_set_host_on ] --> NEW state: NODE4 turned on? True
[DEBUG   | Physical| get_cpu_energy_usage ] --> USAGE in NODE4: 4
[INFO    | Chave_serial| az_optimized_placement ] --> New max host on: 5 at ts: 0 s gt: 0
[DEBUG   | Chave_serial| measure_energy ] --> Energy at 0 from START sec is 847.16 WH
[INFO    | Chave_serial| best_host ] --> Best host for i-99154091-regular (vcpu:2) is NODE0 (cpu:32.0). ovbCount:0, tax:0 hasOvb? False.
[DEBUG   | Virtual | set_host_id ] --> Host id NODE0 defined for i-99154091 t:regular, az:AZ6
[INFO    | Chave_serial| place    ] --> Allocating i-99154091 in NODE0 regular AZ6
[INFO    | Physical| force_set_host_on ] --> NEW state: NODE0 turned on? True
[DEBUG   | Physical| get_cpu_energy_usage ] --> USAGE in NODE0: 2
[INFO    | Chave_serial| az_optimized_placement ] --> New max host on: 1 at ts: 0 s gt: 0
[DEBUG   | Chave_serial| measure_energy ] --> Energy at 0 from START sec is 147.1 WH
[INFO    | Chave_serial| best_host ] --> Best host for i-3CCE40C0-regular (vcpu:4) is NODE0 (cpu:30.0). ovbCount:0, tax:0 hasOvb? False.
[DEBUG   | Virtual | set_host_id ] --> Host id NODE0 defined for i-3CCE40C0 t:regular, az:AZ6
[INFO    | Chave_serial| place    ] --> Allocating i-3CCE40C0 in NODE0 regular AZ6
[DEBUG   | Physical| get_cpu_energy_usage ] --> USAGE in NODE0: 6
