154
0 4 8 64 1
1 5 4 128 0
2 3 2 8 0
3 5 32 128 0
4 8 16 8 0
5 6 4 8 0
6 4 16 8 0
7 5 16 16 0
8 5 32 16 0
9 5 4 8 0
10 1 2 32 0
11 8 32 8 0
12 6 4 128 0
13 4 8 16 0
14 1 16 64 0
15 5 32 32 0
16 2 4 16 0
17 1 1 16 0
18 8 2 64 0
19 5 32 128 0
20 1 32 32 0
21 6 4 128 0
22 8 32 128 0
23 6 2 128 0
24 3 1 64 0
25 4 2 16 0
26 6 16 32 0
27 8 1 32 0
28 4 1 128 0
29 4 1 32 0
30 4 1 16 0
31 2 4 64 0
32 8 32 64 0
33 3 1 128 0
34 5 32 16 0
35 8 8 32 0
36 1 16 128 0
37 5 16 32 0
38 1 4 64 0
39 4 1 8 0
40 3 1 64 0
41 3 4 8 0
42 8 4 16 0
43 5 1 32 0
44 2 32 128 0
45 3 2 128 0
46 3 32 64 0
47 3 16 16 0
48 4 4 32 0
49 8 16 16 0
50 7 4 16 0
51 2 32 16 0
52 4 1 16 0
53 2 32 8 0
54 7 8 64 0
55 4 32 16 0
56 3 16 128 0
57 1 1 128 0
58 8 2 32 0
59 5 16 64 1
60 7 8 16 1
61 2 8 64 0
62 4 8 32 0
63 1 16 64 0
64 4 32 8 0
65 4 16 8 0
66 4 32 8 0
67 8 32 16 0
68 4 4 16 0
69 2 1 32 0
70 3 32 128 0
71 6 32 8 0
72 2 16 64 0
73 6 16 32 0
74 8 1 16 0
75 6 2 128 0
76 5 32 16 0
77 2 32 64 0
78 3 16 16 0
79 5 32 64 0
80 3 1 8 0
81 6 4 128 0
82 4 4 16 0
83 4 32 32 0
84 5 8 128 0
85 6 2 16 0
86 4 2 64 0
87 4 1 8 0
88 1 8 16 0
89 6 4 128 0
90 6 8 64 0
91 1 2 16 0
92 4 1 128 0
93 5 32 8 0
94 1 4 16 0
95 8 16 8 0
96 3 16 32 0
97 7 16 32 0
98 1 32 32 0
99 2 2 64 0
100 8 1 64 0
101 8 1 32 0
102 3 32 128 0
103 7 1 128 0
104 2 16 64 0
105 1 32 128 0
106 6 2 32 0
107 5 2 128 0
108 2 4 16 0
109 1 2 16 0
110 1 2 32 0
111 4 16 16 0
112 1 4 32 0
113 8 2 32 0
114 4 4 128 0
115 8 32 128 0
116 1 32 64 0
117 6 8 128 0
118 8 2 128 0
119 7 4 64 0
120 2 4 8 0
121 4 32 64 0
122 6 1 64 0
123 2 32 128 0
124 4 1 128 0
125 2 32 32 0
126 1 8 128 0
127 4 32 16 0
128 4 1 128 0
129 2 4 64 0
130 8 1 16 0
131 3 32 8 0
132 4 16 16 0
133 7 32 16 0
134 6 16 16 0
135 5 8 16 0
136 7 8 16 0
137 5 4 64 0
138 1 2 16 0
139 3 16 128 0
140 5 1 8 0
141 4 32 32 0
142 6 2 8 0
143 5 8 128 0
144 1 1 64 0
145 4 4 128 0
146 3 32 128 0
147 7 2 32 0
148 3 32 16 0
149 1 2 128 0
150 6 16 64 0
151 5 4 128 0
152 4 8 64 0
153 7 1 32 0
153
1 59 31
2 59 9
3 59 39
4 59 64
5 59 84
6 59 4
7 59 81
8 59 7
9 59 52
10 59 7
11 59 64
12 59 24
13 59 8
14 59 86
15 59 49
16 59 82
17 59 6
18 59 9
19 59 49
20 59 30
21 59 53
22 59 4
23 59 66
24 59 64
25 59 70
26 59 18
27 59 48
28 59 66
29 59 6
30 59 31
31 59 43
32 59 53
33 59 48
34 59 44
35 59 20
36 59 60
37 59 26
38 59 23
39 59 67
40 59 53
41 59 5
42 59 65
43 59 86
44 59 65
45 59 95
46 59 32
47 59 82
48 59 66
49 59 88
50 59 11
51 59 89
52 59 76
53 59 2
54 59 45
55 59 21
56 59 72
57 59 92
58 59 69
60 61 94
60 62 5
60 63 25
60 64 72
60 65 36
60 66 6
60 67 14
60 68 90
60 69 71
60 70 22
60 71 20
60 72 48
60 73 97
60 74 62
60 75 3
60 76 2
60 77 19
60 78 23
60 79 27
60 80 59
60 81 75
60 82 7
60 83 18
60 84 82
60 85 43
60 86 21
60 87 13
60 88 25
60 89 59
60 90 32
60 91 100
60 92 74
60 93 28
60 94 45
60 95 82
60 96 92
60 97 69
60 98 98
60 99 84
60 100 88
60 101 57
60 102 65
60 103 31
60 104 48
60 105 36
60 106 61
60 107 16
60 108 98
60 109 8
60 110 17
60 111 49
60 112 62
60 113 34
60 114 76
60 115 48
60 116 82
60 117 74
60 118 89
60 119 75
60 120 88
60 121 71
60 122 24
60 123 64
60 124 4
60 125 98
60 126 87
60 127 65
60 128 41
60 129 60
60 130 2
60 131 59
60 132 75
60 133 62
60 134 50
60 135 12
60 136 94
60 137 79
60 138 96
60 139 75
60 140 5
60 141 9
60 142 71
60 143 98
60 144 98
60 145 93
60 146 93
60 147 34
60 148 88
60 149 84
60 150 56
60 151 34
60 152 29
60 153 79
60 59 87
0 59 70
