145
0 2 4 16 1
1 7 4 64 0
2 6 1 32 0
3 1 4 8 0
4 3 4 8 0
5 8 1 8 0
6 5 32 16 0
7 6 2 128 0
8 4 2 32 0
9 4 2 32 0
10 3 32 32 0
11 7 1 8 0
12 7 4 32 0
13 7 4 32 0
14 8 1 32 0
15 3 32 128 0
16 5 8 8 0
17 5 4 8 0
18 3 2 8 0
19 3 2 64 0
20 8 8 16 0
21 3 32 64 0
22 7 1 16 0
23 7 2 8 0
24 5 4 8 0
25 8 32 64 0
26 6 16 64 0
27 2 1 8 0
28 6 2 128 0
29 1 2 64 0
30 2 32 128 0
31 5 4 8 0
32 3 2 8 0
33 6 2 16 0
34 2 32 128 0
35 6 32 32 0
36 8 16 16 0
37 3 1 64 0
38 2 8 16 0
39 1 8 16 0
40 5 16 128 0
41 5 8 128 0
42 2 1 8 0
43 7 32 64 0
44 8 8 64 0
45 8 1 32 0
46 5 16 8 0
47 5 32 16 0
48 6 8 64 0
49 4 2 16 0
50 4 32 8 0
51 2 4 16 0
52 2 4 32 0
53 7 16 32 0
54 1 8 16 0
55 1 1 16 0
56 8 1 32 0
57 1 2 8 0
58 1 8 128 0
59 3 2 16 0
60 1 32 64 0
61 4 4 32 0
62 8 4 32 0
63 1 2 32 0
64 5 1 64 0
65 5 1 8 0
66 7 4 8 0
67 5 4 16 0
68 1 16 128 0
69 1 2 128 0
70 1 4 128 0
71 8 4 32 0
72 7 16 8 0
73 3 2 64 0
74 6 32 32 0
75 1 16 128 0
76 5 4 32 0
77 6 4 8 0
78 4 16 32 0
79 7 2 16 0
80 2 32 8 0
81 8 32 128 0
82 7 32 32 0
83 2 32 16 0
84 2 16 64 0
85 7 16 64 0
86 5 2 32 0
87 1 2 8 0
88 8 4 16 0
89 5 1 64 0
90 8 16 64 0
91 1 2 128 0
92 3 1 16 1
93 1 32 32 1
94 5 32 64 0
95 1 32 64 0
96 5 8 8 0
97 2 16 16 0
98 1 4 16 0
99 6 2 32 0
100 6 8 16 0
101 3 8 32 0
102 7 32 32 0
103 3 32 16 0
104 5 8 16 0
105 1 2 64 0
106 5 2 128 0
107 2 4 64 0
108 7 2 64 0
109 3 16 64 0
110 8 32 128 0
111 2 4 128 0
112 5 16 16 0
113 2 8 32 0
114 3 1 32 0
115 6 8 128 0
116 2 1 32 0
117 2 8 8 0
118 5 4 16 0
119 4 16 128 0
120 5 32 128 0
121 6 8 128 0
122 7 1 64 0
123 8 32 32 0
124 8 2 8 0
125 3 1 128 0
126 7 32 16 0
127 2 1 64 0
128 1 4 128 0
129 7 8 64 0
130 1 1 32 0
131 3 16 32 0
132 7 8 8 0
133 2 1 64 0
134 3 4 64 0
135 1 1 16 0
136 1 32 16 0
137 4 16 64 0
138 6 2 8 0
139 1 32 32 0
140 5 16 32 0
141 1 2 64 0
142 2 8 8 0
143 4 16 32 0
144 4 8 16 0
144
1 92 46
2 92 48
3 92 95
4 92 27
5 92 23
6 92 27
7 92 10
8 92 95
9 92 22
10 92 70
11 92 60
12 92 72
13 92 51
14 92 66
15 92 11
16 92 37
17 92 4
18 92 88
19 92 46
20 92 88
21 92 96
22 92 87
23 92 81
24 92 86
25 92 95
26 92 84
27 92 28
28 92 43
29 92 25
30 92 96
31 92 8
32 92 15
33 92 77
34 92 22
35 92 63
36 92 55
37 92 17
38 92 28
39 92 68
40 92 83
41 92 91
42 92 77
43 92 14
44 92 46
45 92 40
46 92 31
47 92 23
48 92 49
49 92 37
50 92 54
51 92 33
52 92 11
53 92 24
54 92 43
55 92 47
56 92 42
57 92 88
58 92 89
59 92 59
60 92 12
61 92 17
62 92 56
63 92 4
64 92 74
65 92 78
66 92 7
67 92 42
68 92 59
69 92 12
70 92 32
71 92 3
72 92 19
73 92 54
74 92 3
75 92 13
76 92 19
77 92 65
78 92 1
79 92 100
80 92 98
81 92 47
82 92 55
83 92 62
84 92 4
85 92 47
86 92 27
87 92 12
88 92 34
89 92 71
90 92 60
91 92 18
93 94 27
93 95 81
93 96 3
93 97 5
93 98 51
93 99 87
93 100 55
93 101 2
93 102 4
93 103 11
93 104 39
93 105 51
93 106 23
93 107 76
93 108 13
93 109 97
93 110 56
93 111 38
93 112 88
93 113 17
93 114 16
93 115 27
93 116 39
93 117 77
93 118 67
93 119 71
93 120 87
93 121 96
93 122 25
93 123 22
93 124 72
93 125 86
93 126 15
93 127 99
93 128 90
93 129 50
93 130 6
93 131 35
93 132 97
93 133 31
93 134 77
93 135 93
93 136 45
93 137 37
93 138 6
93 139 46
93 140 93
93 141 81
93 142 31
93 143 99
93 144 38
93 92 21
0 92 31
