36
0 5 1 32 1
1 1 2 16 1
2 3 8 64 1
3 8 2 128 1
4 1 8 128 1
5 5 4 32 1
6 4 1 8 1
7 3 16 32 1
8 3 16 8 1
9 2 8 32 1
10 3 32 32 1
11 6 4 64 1
12 6 32 8 1
13 3 8 128 1
14 6 16 16 1
15 2 8 16 1
16 5 1 32 1
17 7 8 128 1
18 3 1 128 0
19 5 8 8 0
20 4 4 32 0
21 3 8 8 0
22 1 4 8 0
23 5 2 64 0
24 4 8 32 0
25 2 2 8 0
26 8 8 16 0
27 3 8 8 0
28 4 2 128 0
29 6 32 8 0
30 5 8 32 0
31 5 16 16 0
32 5 8 16 0
33 2 4 64 0
34 5 1 16 0
35 2 1 128 0
63
0 3 42
0 4 50
0 5 15
1 3 59
1 4 62
1 5 43
2 3 58
2 4 13
2 5 64
3 6 56
3 7 1
3 8 24
4 6 98
4 7 55
4 8 58
5 6 56
5 7 44
5 8 38
6 9 19
6 10 58
6 11 52
7 9 60
7 10 33
7 11 39
8 9 28
8 10 83
8 11 48
9 12 94
9 13 24
9 14 21
10 12 48
10 13 65
10 14 76
11 12 73
11 13 12
11 14 48
12 15 71
12 16 37
12 17 62
13 15 53
13 16 27
13 17 94
14 15 51
14 16 22
14 17 90
12 18 34
12 19 59
12 20 46
12 21 18
12 22 92
12 23 54
13 24 89
13 25 65
13 26 52
13 27 10
13 28 83
13 29 100
14 30 46
14 31 28
14 32 49
14 33 100
14 34 98
14 35 98
