163
0 5 1 64 1
1 6 4 32 0
2 3 16 32 0
3 1 16 32 0
4 3 8 128 0
5 7 4 32 0
6 8 1 8 0
7 8 16 8 0
8 7 32 128 0
9 4 8 32 0
10 2 2 128 0
11 3 4 64 0
12 6 1 16 0
13 7 4 64 0
14 7 8 128 0
15 4 4 128 0
16 8 16 128 0
17 2 32 128 0
18 4 2 64 0
19 7 16 128 0
20 4 2 64 0
21 7 32 16 0
22 1 8 16 0
23 1 8 16 0
24 2 4 64 0
25 2 16 16 0
26 1 8 16 0
27 2 8 16 0
28 2 4 16 0
29 1 4 8 0
30 2 2 64 0
31 7 1 8 0
32 4 2 16 0
33 5 2 64 0
34 7 2 64 0
35 4 32 64 0
36 8 4 8 0
37 3 4 8 0
38 6 1 32 0
39 5 1 8 0
40 1 2 16 0
41 3 1 64 0
42 4 1 128 0
43 2 32 128 0
44 2 16 32 0
45 8 32 64 0
46 3 32 16 0
47 8 4 32 0
48 3 4 16 0
49 3 2 128 0
50 8 4 64 0
51 2 2 32 0
52 3 1 64 0
53 8 32 128 0
54 5 4 8 0
55 4 4 32 0
56 4 16 32 0
57 6 2 128 0
58 5 4 16 0
59 1 16 8 0
60 5 4 64 0
61 6 1 32 0
62 5 16 128 0
63 1 32 64 0
64 4 4 64 0
65 7 2 16 0
66 5 1 32 0
67 2 2 128 1
68 4 2 8 1
69 6 4 128 0
70 5 8 128 0
71 5 16 16 0
72 8 1 64 0
73 7 1 8 0
74 6 4 16 0
75 3 32 128 0
76 8 32 128 0
77 4 2 128 0
78 7 4 64 0
79 8 4 64 0
80 1 32 64 0
81 8 16 8 0
82 2 8 128 0
83 8 32 64 0
84 3 16 64 0
85 8 8 16 0
86 4 4 8 0
87 8 4 8 0
88 5 32 128 0
89 3 4 32 0
90 2 32 64 0
91 7 4 128 0
92 7 2 64 0
93 6 2 64 0
94 7 1 16 0
95 2 2 128 0
96 1 32 128 0
97 4 2 8 0
98 8 1 8 0
99 7 32 128 0
100 8 2 32 0
101 1 4 128 0
102 4 16 128 0
103 6 2 16 0
104 3 16 16 0
105 5 1 128 0
106 3 4 32 0
107 4 4 8 0
108 4 16 16 0
109 2 1 8 0
110 1 32 128 0
111 1 16 8 0
112 3 16 128 0
113 7 4 32 0
114 6 1 16 0
115 8 4 16 0
116 2 8 64 0
117 8 2 32 0
118 5 1 8 0
119 2 1 64 0
120 6 8 128 0
121 1 16 16 0
122 8 32 128 0
123 3 4 128 0
124 3 8 8 0
125 5 4 8 0
126 3 2 16 0
127 8 1 16 0
128 6 4 32 0
129 7 2 8 0
130 3 32 16 0
131 8 32 16 0
132 2 16 128 0
133 8 16 128 0
134 5 4 128 0
135 8 16 8 0
136 8 8 32 0
137 4 32 8 0
138 5 1 32 0
139 6 2 64 0
140 3 8 8 0
141 8 2 16 0
142 4 1 16 0
143 8 2 16 0
144 4 16 16 0
145 1 16 8 0
146 2 16 32 0
147 8 16 64 0
148 2 4 16 0
149 8 32 128 0
150 2 4 8 0
151 4 1 16 0
152 6 16 64 0
153 8 2 8 0
154 1 8 128 0
155 2 2 16 0
156 6 16 64 0
157 2 16 64 0
158 2 8 128 0
159 4 1 8 0
160 3 32 16 0
161 1 32 32 0
162 6 4 64 0
162
1 67 99
2 67 30
3 67 14
4 67 82
5 67 27
6 67 79
7 67 90
8 67 23
9 67 27
10 67 76
11 67 55
12 67 90
13 67 59
14 67 7
15 67 2
16 67 27
17 67 33
18 67 41
19 67 48
20 67 30
21 67 49
22 67 79
23 67 53
24 67 80
25 67 9
26 67 28
27 67 53
28 67 55
29 67 28
30 67 89
31 67 25
32 67 44
33 67 2
34 67 3
35 67 62
36 67 23
37 67 43
38 67 44
39 67 24
40 67 95
41 67 84
42 67 84
43 67 95
44 67 32
45 67 51
46 67 75
47 67 91
48 67 3
49 67 28
50 67 98
51 67 75
52 67 57
53 67 47
54 67 16
55 67 37
56 67 1
57 67 85
58 67 80
59 67 11
60 67 95
61 67 38
62 67 45
63 67 59
64 67 70
65 67 77
66 67 88
68 69 80
68 70 66
68 71 26
68 72 60
68 73 80
68 74 20
68 75 21
68 76 36
68 77 96
68 78 19
68 79 77
68 80 67
68 81 11
68 82 21
68 83 24
68 84 16
68 85 71
68 86 43
68 87 7
68 88 84
68 89 40
68 90 78
68 91 23
68 92 34
68 93 63
68 94 89
68 95 75
68 96 76
68 97 94
68 98 67
68 99 39
68 100 4
68 101 44
68 102 21
68 103 44
68 104 22
68 105 72
68 106 16
68 107 81
68 108 51
68 109 95
68 110 3
68 111 27
68 112 12
68 113 97
68 114 16
68 115 28
68 116 42
68 117 99
68 118 20
68 119 14
68 120 78
68 121 93
68 122 47
68 123 99
68 124 94
68 125 60
68 126 66
68 127 100
68 128 50
68 129 71
68 130 85
68 131 12
68 132 30
68 133 19
68 134 70
68 135 86
68 136 12
68 137 55
68 138 69
68 139 85
68 140 100
68 141 95
68 142 54
68 143 82
68 144 25
68 145 18
68 146 11
68 147 41
68 148 2
68 149 38
68 150 52
68 151 1
68 152 18
68 153 9
68 154 99
68 155 81
68 156 68
68 157 88
68 158 6
68 159 96
68 160 33
68 161 68
68 162 56
68 67 35
0 67 71
