48
0 1 16 64 1
1 2 2 64 1
2 2 2 32 1
3 8 2 8 1
4 4 32 8 1
5 8 8 128 1
6 5 32 64 1
7 2 1 128 1
8 5 16 32 1
9 8 8 16 1
10 6 2 16 1
11 2 1 128 1
12 3 8 32 1
13 2 1 16 1
14 5 32 8 1
15 4 8 16 1
16 1 32 8 1
17 6 4 32 1
18 3 16 128 1
19 1 1 64 1
20 3 8 16 1
21 1 2 128 0
22 7 1 32 0
23 5 16 16 0
24 2 1 128 0
25 5 16 16 0
26 6 8 32 0
27 7 4 8 0
28 5 32 16 0
29 3 1 32 0
30 6 16 32 0
31 5 32 64 0
32 8 8 8 0
33 4 32 8 0
34 5 1 32 0
35 3 4 8 0
36 5 8 8 0
37 2 4 128 0
38 6 16 16 0
39 8 4 64 0
40 5 4 16 0
41 2 32 32 0
42 7 16 8 0
43 2 1 32 0
44 3 2 128 0
45 4 1 8 0
46 5 1 64 0
47 2 2 64 0
81
0 3 21
0 4 29
0 5 44
1 3 58
1 4 22
1 5 25
2 3 39
2 4 93
2 5 20
3 6 56
3 7 62
3 8 15
4 6 34
4 7 17
4 8 55
5 6 55
5 7 87
5 8 88
6 9 66
6 10 29
6 11 99
7 9 76
7 10 89
7 11 43
8 9 88
8 10 39
8 11 74
9 12 54
9 13 75
9 14 71
10 12 67
10 13 78
10 14 69
11 12 15
11 13 54
11 14 37
12 15 67
12 16 62
12 17 22
13 15 9
13 16 5
13 17 41
14 15 50
14 16 100
14 17 60
15 18 72
15 19 25
15 20 62
16 18 70
16 19 31
16 20 85
17 18 76
17 19 67
17 20 63
15 21 77
15 22 68
15 23 87
15 24 6
15 25 14
15 26 82
15 27 37
15 28 22
15 29 46
16 30 53
16 31 53
16 32 39
16 33 24
16 34 48
16 35 33
16 36 46
16 37 82
16 38 11
17 39 90
17 40 47
17 41 36
17 42 13
17 43 70
17 44 99
17 45 75
17 46 23
17 47 22
