39
0 4 32 32 1
1 1 4 64 1
2 5 4 32 1
3 1 1 32 1
4 7 2 16 1
5 1 8 16 1
6 1 8 64 1
7 2 16 128 1
8 1 16 32 1
9 5 2 64 1
10 4 4 64 1
11 2 32 64 1
12 8 8 8 1
13 4 16 128 1
14 6 1 8 1
15 6 2 16 1
16 5 1 128 1
17 4 1 64 1
18 7 32 16 1
19 4 16 32 1
20 2 4 16 1
21 5 16 64 0
22 6 2 64 0
23 6 16 64 0
24 1 16 8 0
25 7 8 128 0
26 6 4 64 0
27 7 2 32 0
28 8 4 8 0
29 8 1 128 0
30 4 2 16 0
31 5 16 64 0
32 6 4 128 0
33 8 32 32 0
34 3 32 64 0
35 4 32 64 0
36 2 8 128 0
37 3 4 8 0
38 4 8 16 0
72
0 3 33
0 4 42
0 5 58
1 3 48
1 4 89
1 5 14
2 3 14
2 4 60
2 5 16
3 6 59
3 7 33
3 8 19
4 6 13
4 7 20
4 8 65
5 6 41
5 7 49
5 8 69
6 9 94
6 10 50
6 11 62
7 9 27
7 10 83
7 11 12
8 9 89
8 10 64
8 11 48
9 12 65
9 13 100
9 14 78
10 12 80
10 13 32
10 14 56
11 12 37
11 13 32
11 14 68
12 15 14
12 16 13
12 17 40
13 15 71
13 16 96
13 17 18
14 15 75
14 16 35
14 17 9
15 18 92
15 19 2
15 20 67
16 18 10
16 19 95
16 20 1
17 18 23
17 19 33
17 20 54
15 21 5
15 22 37
15 23 23
15 24 81
15 25 47
15 26 13
16 27 5
16 28 7
16 29 4
16 30 93
16 31 59
16 32 64
17 33 87
17 34 29
17 35 35
17 36 45
17 37 86
17 38 85
