56
0 5 8 8 1
1 4 1 128 1
2 3 16 128 1
3 7 4 16 1
4 6 16 64 1
5 8 16 128 1
6 2 32 128 1
7 7 8 64 1
8 6 4 128 1
9 8 4 64 1
10 8 32 32 1
11 2 8 8 1
12 3 4 16 1
13 5 32 128 1
14 1 16 128 1
15 7 2 16 1
16 6 16 8 0
17 4 32 16 0
18 6 2 32 0
19 6 4 8 0
20 4 8 8 0
21 4 32 16 0
22 6 32 128 0
23 2 8 64 0
24 2 4 16 0
25 5 16 32 0
26 2 8 128 0
27 7 4 16 0
28 4 4 16 0
29 2 2 64 0
30 2 2 16 0
31 8 16 8 0
32 7 32 32 0
33 4 16 32 0
34 4 8 8 0
35 5 2 32 0
36 8 2 32 0
37 3 2 64 0
38 7 1 64 0
39 8 1 8 0
40 4 32 8 0
41 6 1 32 0
42 5 4 128 0
43 1 16 128 0
44 6 32 8 0
45 2 32 16 0
46 3 1 16 0
47 8 8 128 0
48 3 2 16 0
49 3 8 8 0
50 6 2 8 0
51 5 1 64 0
52 7 8 64 0
53 1 16 32 0
54 2 32 8 0
55 1 32 16 0
88
0 4 24
0 5 11
0 6 60
0 7 100
1 4 84
1 5 53
1 6 78
1 7 61
2 4 36
2 5 13
2 6 19
2 7 80
3 4 56
3 5 74
3 6 54
3 7 72
4 8 87
4 9 68
4 10 86
4 11 80
5 8 26
5 9 39
5 10 34
5 11 4
6 8 70
6 9 63
6 10 69
6 11 21
7 8 80
7 9 79
7 10 34
7 11 71
8 12 64
8 13 22
8 14 90
8 15 62
9 12 81
9 13 84
9 14 42
9 15 68
10 12 57
10 13 33
10 14 43
10 15 64
11 12 31
11 13 41
11 14 50
11 15 5
8 16 17
8 17 28
8 18 95
8 19 44
8 20 74
8 21 56
8 22 1
8 23 62
8 24 36
8 25 61
9 26 80
9 27 37
9 28 9
9 29 10
9 30 81
9 31 94
9 32 56
9 33 90
9 34 45
9 35 93
10 36 61
10 37 50
10 38 80
10 39 63
10 40 76
10 41 60
10 42 55
10 43 76
10 44 93
10 45 63
11 46 58
11 47 31
11 48 14
11 49 4
11 50 44
11 51 82
11 52 16
11 53 20
11 54 14
11 55 6
