28
0 8 1 8 1
1 7 8 32 1
2 1 16 32 1
3 7 8 64 1
4 6 1 16 1
5 8 2 16 1
6 6 2 64 1
7 3 2 64 1
8 8 4 8 1
9 6 1 32 1
10 1 32 64 1
11 1 1 64 1
12 6 4 8 0
13 1 16 32 0
14 4 4 32 0
15 5 8 32 0
16 3 8 32 0
17 4 2 64 0
18 6 1 16 0
19 7 8 64 0
20 4 2 64 0
21 3 2 8 0
22 8 8 128 0
23 2 1 64 0
24 2 16 32 0
25 2 8 16 0
26 3 32 32 0
27 3 32 8 0
36
0 2 16
0 3 83
1 2 71
1 3 24
2 4 49
2 5 34
3 4 42
3 5 47
4 6 34
4 7 48
5 6 38
5 7 64
6 8 57
6 9 4
7 8 47
7 9 80
8 10 5
8 11 9
9 10 28
9 11 23
8 12 81
8 13 35
8 14 14
8 15 42
8 16 47
8 17 3
8 18 96
8 19 57
9 20 86
9 21 81
9 22 5
9 23 33
9 24 54
9 25 84
9 26 19
9 27 30
