55
0 4 8 8 1
1 8 1 32 1
2 5 32 128 1
3 6 8 16 1
4 4 2 32 1
5 3 32 16 1
6 1 2 32 1
7 2 32 64 1
8 2 4 16 1
9 1 1 32 1
10 1 1 16 1
11 5 16 64 1
12 8 8 16 1
13 3 8 64 1
14 3 8 16 1
15 7 1 64 1
16 2 32 128 1
17 8 2 16 1
18 3 1 32 1
19 1 32 16 1
20 1 1 8 0
21 7 2 32 0
22 4 32 16 0
23 8 16 64 0
24 4 2 16 0
25 7 4 128 0
26 2 8 16 0
27 6 8 16 0
28 8 4 128 0
29 8 1 16 0
30 2 16 128 0
31 7 1 16 0
32 1 1 8 0
33 1 8 16 0
34 1 2 8 0
35 4 32 128 0
36 4 1 64 0
37 1 4 8 0
38 6 16 64 0
39 5 1 16 0
40 4 1 64 0
41 8 2 32 0
42 2 8 8 0
43 6 8 16 0
44 3 32 64 0
45 5 1 16 0
46 8 1 64 0
47 7 32 16 0
48 4 8 128 0
49 5 32 8 0
50 7 32 8 0
51 1 2 64 0
52 5 32 16 0
53 3 16 128 0
54 7 1 32 0
110
0 5 19
0 6 41
0 7 25
0 8 89
0 9 56
1 5 40
1 6 21
1 7 62
1 8 93
1 9 47
2 5 19
2 6 42
2 7 94
2 8 63
2 9 87
3 5 41
3 6 6
3 7 25
3 8 72
3 9 49
4 5 26
4 6 42
4 7 37
4 8 12
4 9 58
5 10 93
5 11 88
5 12 66
5 13 62
5 14 62
6 10 59
6 11 84
6 12 69
6 13 34
6 14 17
7 10 2
7 11 55
7 12 95
7 13 12
7 14 89
8 10 17
8 11 1
8 12 38
8 13 26
8 14 80
9 10 100
9 11 6
9 12 73
9 13 34
9 14 46
10 15 71
10 16 8
10 17 73
10 18 26
10 19 75
11 15 85
11 16 84
11 17 54
11 18 42
11 19 17
12 15 65
12 16 35
12 17 79
12 18 48
12 19 62
13 15 52
13 16 56
13 17 16
13 18 31
13 19 88
14 15 57
14 16 15
14 17 3
14 18 19
14 19 30
10 20 9
10 21 53
10 22 6
10 23 92
10 24 15
10 25 78
10 26 10
11 27 55
11 28 93
11 29 91
11 30 9
11 31 55
11 32 58
11 33 82
12 34 89
12 35 60
12 36 19
12 37 63
12 38 99
12 39 34
12 40 28
13 41 92
13 42 40
13 43 99
13 44 21
13 45 63
13 46 55
13 47 87
14 48 12
14 49 19
14 50 11
14 51 41
14 52 10
14 53 49
14 54 42
