141
0 5 1 8 1
1 4 4 128 0
2 3 2 128 0
3 8 4 16 0
4 1 4 128 0
5 5 4 16 0
6 2 1 8 0
7 8 32 8 0
8 3 32 8 0
9 1 1 8 0
10 2 1 64 0
11 4 16 8 0
12 3 8 32 0
13 1 2 128 0
14 8 2 64 0
15 3 32 64 0
16 6 8 16 0
17 6 32 32 0
18 3 2 32 0
19 5 2 8 0
20 7 1 16 0
21 3 8 16 0
22 5 8 64 0
23 5 4 8 0
24 4 2 8 0
25 4 4 64 0
26 8 1 16 0
27 3 4 64 0
28 1 4 128 0
29 2 16 16 0
30 2 32 16 0
31 1 2 128 0
32 6 2 32 0
33 4 4 64 0
34 2 8 8 0
35 8 2 8 0
36 6 1 16 0
37 5 2 64 0
38 7 8 8 0
39 7 8 32 0
40 3 8 16 0
41 6 8 64 0
42 5 16 16 0
43 2 16 32 0
44 8 16 64 0
45 5 4 64 0
46 8 1 128 0
47 2 4 8 0
48 2 32 32 0
49 6 32 128 0
50 3 1 64 0
51 5 2 128 0
52 2 32 16 0
53 3 16 8 0
54 2 2 8 0
55 5 8 16 0
56 4 4 8 0
57 2 8 16 0
58 8 2 8 0
59 4 2 128 0
60 2 4 128 0
61 2 8 8 0
62 7 1 16 0
63 5 4 8 0
64 5 4 8 0
65 5 1 16 0
66 3 1 32 0
67 8 4 16 0
68 7 2 16 0
69 2 4 8 0
70 3 8 8 0
71 8 1 32 0
72 8 16 32 0
73 5 4 32 0
74 2 8 128 0
75 5 1 128 0
76 1 16 8 0
77 7 8 64 0
78 4 8 64 0
79 8 4 128 0
80 7 16 128 0
81 1 32 16 1
82 2 16 8 1
83 2 16 128 0
84 6 2 128 0
85 8 8 32 0
86 2 16 8 0
87 2 2 32 0
88 5 8 128 0
89 3 1 16 0
90 1 8 16 0
91 4 8 64 0
92 4 8 128 0
93 2 16 128 0
94 1 2 128 0
95 1 4 8 0
96 2 1 16 0
97 3 4 128 0
98 1 2 64 0
99 3 4 64 0
100 5 8 16 0
101 1 4 32 0
102 6 4 32 0
103 4 32 32 0
104 7 1 8 0
105 3 8 16 0
106 7 2 64 0
107 7 8 8 0
108 6 2 128 0
109 3 4 32 0
110 1 2 128 0
111 6 8 64 0
112 7 1 8 0
113 4 32 32 0
114 2 8 128 0
115 8 32 32 0
116 3 2 32 0
117 1 1 128 0
118 3 4 16 0
119 8 8 64 0
120 4 32 32 0
121 7 4 16 0
122 3 1 32 0
123 5 2 64 0
124 8 16 128 0
125 8 8 64 0
126 4 16 8 0
127 2 8 16 0
128 5 8 16 0
129 3 32 16 0
130 4 1 128 0
131 1 2 16 0
132 7 32 64 0
133 6 1 8 0
134 3 4 64 0
135 2 32 32 0
136 7 8 64 0
137 1 4 128 0
138 2 2 128 0
139 5 8 8 0
140 4 2 8 0
140
1 81 28
2 81 78
3 81 47
4 81 16
5 81 29
6 81 16
7 81 92
8 81 99
9 81 39
10 81 95
11 81 89
12 81 85
13 81 13
14 81 86
15 81 68
16 81 72
17 81 69
18 81 74
19 81 38
20 81 88
21 81 54
22 81 45
23 81 69
24 81 68
25 81 99
26 81 13
27 81 69
28 81 1
29 81 26
30 81 92
31 81 2
32 81 78
33 81 26
34 81 56
35 81 27
36 81 64
37 81 9
38 81 14
39 81 15
40 81 93
41 81 15
42 81 24
43 81 98
44 81 86
45 81 73
46 81 84
47 81 50
48 81 93
49 81 10
50 81 97
51 81 33
52 81 85
53 81 43
54 81 28
55 81 99
56 81 13
57 81 49
58 81 62
59 81 19
60 81 46
61 81 35
62 81 73
63 81 88
64 81 32
65 81 60
66 81 89
67 81 69
68 81 21
69 81 85
70 81 79
71 81 23
72 81 77
73 81 21
74 81 18
75 81 17
76 81 60
77 81 30
78 81 86
79 81 93
80 81 66
82 83 54
82 84 30
82 85 77
82 86 98
82 87 59
82 88 35
82 89 88
82 90 76
82 91 82
82 92 1
82 93 42
82 94 78
82 95 74
82 96 67
82 97 25
82 98 41
82 99 71
82 100 69
82 101 68
82 102 24
82 103 37
82 104 29
82 105 43
82 106 2
82 107 12
82 108 67
82 109 50
82 110 25
82 111 50
82 112 27
82 113 36
82 114 39
82 115 89
82 116 71
82 117 3
82 118 47
82 119 1
82 120 81
82 121 77
82 122 60
82 123 56
82 124 99
82 125 94
82 126 90
82 127 52
82 128 100
82 129 85
82 130 21
82 131 51
82 132 29
82 133 70
82 134 62
82 135 65
82 136 97
82 137 11
82 138 9
82 139 82
82 140 20
82 81 6
0 81 71
