27
0 4 4 64 1
1 7 2 32 1
2 6 1 16 1
3 8 8 128 1
4 1 4 8 1
5 5 4 32 1
6 3 2 128 1
7 2 4 64 1
8 3 32 64 1
9 5 32 16 1
10 8 16 64 1
11 2 8 32 1
12 7 2 32 0
13 1 4 32 0
14 4 4 8 0
15 3 32 32 0
16 7 16 16 0
17 1 4 32 0
18 7 2 16 0
19 7 4 64 0
20 7 8 16 0
21 6 32 32 0
22 4 1 16 0
23 6 32 8 0
24 1 1 64 0
25 1 16 16 0
26 6 4 32 0
42
0 3 48
0 4 7
0 5 26
1 3 31
1 4 52
1 5 13
2 3 52
2 4 39
2 5 73
3 6 69
3 7 74
3 8 56
4 6 77
4 7 21
4 8 82
5 6 54
5 7 53
5 8 97
6 9 59
6 10 9
6 11 35
7 9 54
7 10 31
7 11 21
8 9 43
8 10 70
8 11 4
6 12 44
6 13 55
6 14 2
6 15 86
6 16 59
7 17 79
7 18 58
7 19 10
7 20 89
7 21 63
8 22 12
8 23 47
8 24 58
8 25 28
8 26 32
