36
0 2 2 8 1
1 4 8 32 1
2 3 32 128 1
3 8 8 16 1
4 2 1 8 1
5 1 1 128 1
6 3 2 16 1
7 7 1 8 1
8 6 32 32 1
9 4 32 64 1
10 7 1 32 1
11 5 2 8 1
12 3 2 8 1
13 4 16 32 1
14 4 4 16 1
15 3 32 8 1
16 7 32 128 0
17 5 4 16 0
18 6 16 128 0
19 3 2 16 0
20 8 8 64 0
21 3 4 16 0
22 2 16 8 0
23 4 32 128 0
24 2 4 128 0
25 3 16 8 0
26 5 1 128 0
27 2 8 16 0
28 4 32 128 0
29 4 8 8 0
30 6 32 64 0
31 3 2 128 0
32 3 4 16 0
33 4 4 128 0
34 3 16 128 0
35 7 16 32 0
68
0 4 96
0 5 23
0 6 82
0 7 83
1 4 27
1 5 78
1 6 11
1 7 68
2 4 41
2 5 53
2 6 16
2 7 32
3 4 32
3 5 60
3 6 20
3 7 5
4 8 58
4 9 3
4 10 32
4 11 89
5 8 28
5 9 22
5 10 98
5 11 58
6 8 48
6 9 27
6 10 91
6 11 67
7 8 30
7 9 63
7 10 70
7 11 22
8 12 84
8 13 43
8 14 50
8 15 62
9 12 57
9 13 62
9 14 7
9 15 83
10 12 46
10 13 87
10 14 39
10 15 78
11 12 74
11 13 52
11 14 24
11 15 92
8 16 43
8 17 59
8 18 50
8 19 31
8 20 50
9 21 40
9 22 7
9 23 6
9 24 68
9 25 26
10 26 89
10 27 34
10 28 84
10 29 9
10 30 25
11 31 23
11 32 40
11 33 70
11 34 1
11 35 95
